Date,Open,High,Low,Close,Adj Close,Volume
2024-08-01,190.22500610351562,191.8300018310547,188.51499938964844,190.4774932861328,188.92005920410156,1816800
2024-08-02,189.05499267578125,190.34750366210938,186.0574951171875,189.19000244140625,187.64309692382812,1940400
2024-08-05,191.23500061035156,191.23500061035156,183.91749572753906,184.95750427246094,183.44520568847656,2306400
2024-08-06,185.05999755859375,188.53750610351562,185.05999755859375,186.35000610351562,184.82630920410156,1543600
2024-08-07,187.6374969482422,189.3800048828125,184.83999633789062,185.04750061035156,183.53445434570312,1202800
2024-08-08,185.3975067138672,188.37249755859375,185.04750061035156,187.6074981689453,186.07351684570312,1417600
2024-08-09,186.87249755859375,188.9949951171875,185.97000122070312,188.91250610351562,187.36785888671875,826800
2024-08-12,187.9199981689453,189.92999267578125,187.49000549316406,189.90750122070312,188.35472106933594,1286800
2024-08-13,190.6750030517578,191.7449951171875,188.17250061035156,189.77999877929688,188.22825622558594,1458800
2024-08-14,189.2949981689453,191.53500366210938,189.2949981689453,190.7899932861328,189.22999572753906,998400
2024-08-15,191.54750061035156,193.1925048828125,191.03500366210938,191.93499755859375,191.93499755859375,1239200
2024-08-16,192.0749969482422,192.0749969482422,190.22999572753906,191.21499633789062,191.21499633789062,1070000
2024-08-19,191.21499633789062,193.3300018310547,191.21499633789062,193.2449951171875,193.2449951171875,1876000
2024-08-20,193.0,194.375,191.87249755859375,193.6649932861328,193.6649932861328,1575200
2024-08-21,194.74000549316406,195.99249267578125,194.18499755859375,195.7375030517578,195.7375030517578,1418000
2024-08-22,195.8350067138672,197.4550018310547,194.5175018310547,196.16000366210938,196.16000366210938,1538400
2024-08-23,196.5124969482422,197.91250610351562,196.07000732421875,197.125,197.125,1028400
2024-08-26,197.61500549316406,198.7050018310547,196.8625030517578,198.4149932861328,198.4149932861328,952400
2024-08-27,198.75,199.96249389648438,198.4774932861328,199.8975067138672,199.8975067138672,1186800
2024-08-28,201.125,201.4774932861328,198.32249450683594,199.44749450683594,199.44749450683594,1408400
2024-08-29,200.47000122070312,201.9949951171875,199.35000610351562,199.8125,199.8125,1126000
2024-08-30,200.0500030517578,201.75250244140625,198.85000610351562,201.27999877929688,201.27999877929688,1584000
2024-09-03,201.27999877929688,203.00250244140625,198.8249969482422,199.85000610351562,199.85000610351562,1342000
2024-09-04,200.0,201.44500732421875,199.22999572753906,201.19500732421875,201.19500732421875,1051200
2024-09-05,200.09750366210938,200.09750366210938,196.83999633789062,199.72999572753906,199.72999572753906,1568000
2024-09-06,199.38499450683594,200.08250427246094,194.72250366210938,195.47500610351562,195.47500610351562,1502800
2024-09-09,196.41749572753906,201.77000427246094,196.41749572753906,201.17999267578125,201.17999267578125,2057200
2024-09-10,201.7550048828125,204.49749755859375,201.27749633789062,204.10499572753906,204.10499572753906,1100000
2024-09-11,203.46749877929688,205.24000549316406,198.84249877929688,204.95750427246094,204.95750427246094,1446400
2024-09-12,205.5,207.49000549316406,201.9199981689453,206.02000427246094,206.02000427246094,1340400
2024-09-13,205.9199981689453,209.1199951171875,205.33999633789062,207.77000427246094,207.77000427246094,1030100
2024-09-16,208.0500030517578,208.69000244140625,204.2899932861328,204.9499969482422,204.9499969482422,1116300
2024-09-17,205.52999877929688,206.86000061035156,203.3699951171875,203.77000427246094,203.77000427246094,1194900
2024-09-18,203.9499969482422,204.77999877929688,201.0399932861328,201.3800048828125,201.3800048828125,1334000
2024-09-19,204.97000122070312,205.3800048828125,202.3000030517578,203.74000549316406,203.74000549316406,1243600
2024-09-20,203.7899932861328,204.6999969482422,202.64999389648438,204.16000366210938,204.16000366210938,3160600
2024-09-23,204.4499969482422,204.77999877929688,203.0500030517578,203.99000549316406,203.99000549316406,1239200
2024-09-24,203.99000549316406,205.6300048828125,202.4600067138672,204.85000610351562,204.85000610351562,1689400
2024-09-25,208.10000610351562,209.58999633789062,204.16000366210938,207.2100067138672,207.2100067138672,1944100
2024-09-26,208.82000732421875,211.57000732421875,206.47999572753906,207.00999450683594,207.00999450683594,2056500
2024-09-27,207.6699981689453,208.0,202.3000030517578,202.35000610351562,202.35000610351562,2332200
